,r,theta
65,0.1041677371528091,0.8171171152497253
66,0.10193066358875498,0.8423857249863443
67,0.10523381698319084,0.8433490090676512
68,0.12181799396360828,0.7854174113143875
69,0.12870763640778118,0.7063664141161762
70,0.1470176560931752,0.8396100411863691
71,0.14697102732273076,0.9009115114125549
72,0.1474230190525008,0.9112787776667797
73,0.15055707363470056,0.8757367770884721
74,0.15399239920252145,0.8959811317259448
75,0.15479465796083955,0.8836182624025655
76,0.15629864976047544,0.8699920811820149
77,0.15495258388463534,0.8517148919092796
78,0.1509759528291412,0.8165632570081681
79,0.15210828916550287,0.8421134725356189
80,0.15443914540122822,0.819133433662474
81,0.15570009363640352,0.8572164689275011
82,0.15372627664064806,0.827659883239865
83,0.16091060220665027,0.7818937044009172
84,0.15255119729174932,0.8460970146988382
85,0.15227160688994704,0.8481691128462873
86,0.1511620940362173,0.7979452451915799
87,0.14534541654126482,0.9701295959063855
88,0.12777271828056377,1.0615273599332207
89,0.13437823011628652,1.0532158593672922
90,0.11500036867448327,1.1841313977337655
91,0.11812884663882406,1.104491995460818
92,0.11631886160156168,1.15005996957409
93,0.11747341142998866,1.144165994600808
94,0.11495873176292071,1.1078855931262788
95,0.11776440363228902,1.0724750661098132
96,0.11827162715904127,1.0804977062596683
97,0.15802740673874147,0.8803240041238795
98,0.15992923218568317,0.7681249632629323
99,0.16289501320234562,0.6051968143382097
100,0.17085543246246815,0.5729251377942575
101,0.15986723229123237,0.6349204801391547
102,0.13623378984497006,0.6943473003539896
103,0.11146917137224052,0.8499933966061759
104,0.09272442905022701,0.9295068506777617
105,0.07555730261879434,1.3638581652149362
106,0.08926740452788558,1.4538163830134683
107,0.08661963490054102,1.6301258840899637
108,0.09053814768727701,1.377308936442238
109,0.09331634362147166,1.4262242873234128
110,0.1690908774008735,0.6142485024620197
111,0.21408714440374021,0.4312817002875864
112,0.1840871847660839,0.39794602753010494
113,0.17509724206301377,0.5540432126096737
114,0.09850362216624317,0.4618391037618875
115,0.08598245894807376,0.524710649542089
116,0.09284855664701831,0.5268636100831734
117,0.10122312875978709,0.5098839744188456
118,0.09697901037703235,0.5238188798825673
119,0.10207903610736833,0.6089125136998754
120,0.09502071754780912,0.6570142774126027
121,0.09795026445123439,0.6387095917548197
122,0.10776800337356951,0.6510075147271434
123,0.10623870413975951,0.7028921753775293
124,0.09788782211307498,0.6996667839043356
125,0.10454911969832995,0.7070991007081757
126,0.10238050506102371,0.7645246843194115
127,0.09660454546932,0.7061670105332475
128,0.09677093197242637,0.6908660774062091
129,0.09344884483582631,0.6214576300120748
130,0.08132825593959715,0.6488051729308172
131,0.07875584189987,0.7433106404990653
132,0.08294216859056386,0.7688140427826359
133,0.07936969272098772,0.7589233070356447
134,0.08070055584202322,0.7073536499113667
135,0.09013700391468571,0.7029321715751409
136,0.09307369467419915,0.6992073327412729
137,0.09337713416400487,0.7329985042599405
138,0.09031721606536368,0.6834950828250509
139,0.11843060347731617,0.6630851926777612
140,0.11229713346674663,0.6301129206464195
141,0.13550056855965364,0.6526750077127037
142,0.1329130337822016,0.7129181337699506
143,0.1366135342515358,0.7549916814084293
144,0.13781044698464928,0.7549408755095074
145,0.13236415159792686,0.8102839918503574
146,0.13480065890554993,0.7736402228901981
147,0.13697945673475712,0.7634326120768519
148,0.13364842109063702,0.7220763916396645
149,0.14127636724705675,0.7281835784533831
150,0.13258311732195366,0.7359615191116893
151,0.10790572958546493,0.6940417635650634
152,0.0997698572664898,0.7108282759352605
153,0.09159045545402605,0.7157765716503022
154,0.06937563439326673,0.9145635123359888
155,0.06845961474515212,0.9492084507014803
156,0.07837748204263953,0.9249882493717225
157,0.08132051738854752,0.8902996430295507
158,0.080764145458032,0.9164032672879111
159,0.07864724947889025,0.9317375529155377
160,0.08023612074639389,0.943159136594232
161,0.07825291585726545,0.9741949755872032
162,0.08039130127533406,1.0994310669180898
163,0.12544038564828378,0.8162891138370868
164,0.13080699565225123,0.9603539912798917
165,0.1411931053582263,0.8922629929476987
166,0.1657891410766265,0.8124829709172554
167,0.1617317601480566,0.8012051913734075
168,0.16724057579394663,0.7889833569590137
169,0.15717597252564766,0.8481829906674957
170,0.15047529018214306,0.8614221166201808
171,0.14032858034445045,0.9875118382444654
172,0.13015214667988503,0.750101440998847
173,0.10760918432523352,0.7401708860562768
174,0.10978303098583636,0.7460241827777103
175,0.06190455584734427,0.8495856694200211
176,0.0611387296050194,1.084006091811037
177,0.06270058495748317,1.1056169672505747
178,0.0623460907466039,1.1661940784369205
179,0.07430288587187692,1.0428582716845416
180,0.0785680677655007,1.0132445414226803
181,0.07201222590984836,1.1149830324973828
182,0.06364116323127211,1.1026876442076898
183,0.0715793888963617,1.1190535681193283
184,0.08974622227705367,0.8805539632398856
185,0.105720500516821,0.9613001252427378
186,0.11336499857102107,0.8243935201391155
187,0.12036950585410891,1.0301191180940088
188,0.12837956810698264,1.0066256391567596
189,0.12669928885776385,1.0075219031166398
190,0.1459511377543171,0.9939873656313165
191,0.1595487283515979,0.8729791130749474
192,0.15928972465866817,0.8457580789998286
193,0.1552642777456267,0.8070231371881875
194,0.14657314174545769,0.9590332973894113
195,0.14186737544001626,1.0111500117305152
196,0.1425945407960923,1.0369588242759056
197,0.12245224288556712,0.9611039962077201
198,0.11485372487033038,0.8317077576885918
199,0.10471003856830154,0.7361343473661202
200,0.10924926974890736,0.7382318673524886
201,0.10447668985497532,0.7323501638031636
202,0.10112979829014238,0.7374833787382703
203,0.10098597022939836,0.792878710435956
204,0.10281018411022308,0.7933998527583991
205,0.10111946538615627,0.9246555891355355
206,0.10346474843025727,0.8876190571575887
207,0.10266395381411804,0.9358726189175572
208,0.10593998422589329,0.90606028549892
209,0.10253533521393778,0.9205368743916715
210,0.100533104775715,0.9082204684059755
211,0.10021047907958883,0.8824121137651117
212,0.1041367324313057,0.8595621332658512
213,0.10374611588932679,0.853958150035213
214,0.10410713534397835,0.8347824422197634
215,0.10201681001406222,0.8649861644391003
216,0.10790273540252092,0.8713665588955695
217,0.10244311983623183,0.855696673198915
218,0.11127869387855473,0.7974480725119979
219,0.11330293303585287,0.8299699833987323
220,0.11340969506400198,0.8484812172312387
221,0.11575609677111082,0.8271322367054069
222,0.11936690247109136,0.956009912392616
223,0.11841834990188885,0.9871996694821756
224,0.1326677874264129,1.0217296002274423
225,0.12354038780601347,1.2303183935206008
226,0.13351547370517555,1.2412756592809167
227,0.14093505053625943,1.2838755590424842
228,0.16226767735761283,0.8358190679763247
