,r,theta
0,0.4759616452831119,0.08976687484264544
1,0.5052157555991076,0.09544207301041005
2,0.5114151214191853,0.03725854812939397
3,0.4983218856847543,0.02579281945005569
4,0.5003720983231742,0.04316204985628675
5,0.5027341355628839,0.032575527171247086
6,0.5004542699550615,0.018109428757181613
7,0.5077702409509569,0.011765135505003561
8,0.5102236121910343,0.012611426527949622
9,0.508336238113806,0.027673540827990027
10,0.4974590576592748,0.05138310527054669
11,0.4865359456993627,0.05024815252612237
12,0.4923560015574771,0.04831545666070992
13,0.4911264548414638,0.06040611210097972
14,0.4916951436713512,0.060262875275521634
15,0.47980719373906167,0.07976737800732658
16,0.48084135609139367,0.07951538821805891
17,0.4794692769858149,0.07283161160068449
18,0.4799949814844562,0.08170104465748812
19,0.4774474244803572,0.089118830705122
20,0.4760034529178871,0.10375662651675914
21,0.4634734735396456,0.11448579534411671
22,0.4659622263569596,0.11672417528227562
23,0.462346336276017,0.1486294315499221
24,0.45501607338065575,0.1445060902812511
25,0.4548736400305573,0.1525928995027792
26,0.4664334722128671,0.19201867006211118
27,0.2462889960149868,0.41282525793886093
28,0.252937259061796,0.3482062185436684
29,0.2577047460815116,0.41394510449641864
30,0.20712289218003863,0.5724715500866012
31,0.22217756519816675,0.514806109646575
32,0.21777337658895748,0.5524852312970243
33,0.2509024974001717,0.5164337883155641
34,0.22158310823742527,0.6034917048694619
35,0.22217333019929486,0.620401719273326
36,0.20916817959054215,0.6525888973935252
37,0.2061935732278837,0.6475028478329713
38,0.18459180442072495,0.6635828610447841
39,0.18372102927326703,0.670394467779162
40,0.1960666198607622,0.620663999673768
41,0.19028503057975926,0.6321958880357461
42,0.19214998467061875,0.6454869906636056
43,0.18987569518359002,0.6610141385333672
44,0.18946618887115732,0.6636848499570275
45,0.18323975071355075,0.683404292616193
46,0.18126394551593347,0.6914604117531088
47,0.18127847270427414,0.6881089162645652
48,0.18636553644890042,0.6583815186730761
49,0.19494100441529588,0.6363589579074347
50,0.20388605838061408,0.6381995469386725
51,0.2048520151425639,0.6292602343544149
52,0.20603925068428156,0.6261547417614881
53,0.1732054815963531,0.7141529546713261
54,0.16669280045809715,0.7884740392032275
55,0.14179591901169752,0.7314479550275776
56,0.12405130477215107,0.765398795955208
57,0.10389854081991991,0.8154922777917653
58,0.10710442831668383,0.8751857724121798
59,0.1109363818042943,0.8649287505851365
60,0.10853278484794499,0.8495717887225621
61,0.10772230449479883,0.839198655429493
62,0.11133723889999848,0.802953468285664
63,0.10832224750127419,0.7872084461458638
64,0.10628968937524796,0.8002236154663143
