,r,theta
0,0.528166285923092,0.2710242441422125
1,0.5313953064939216,0.2787344832950856
2,0.5453444565316579,0.2807335361502107
3,0.5427909904348249,0.2753778452629289
4,0.5443846052167224,0.27793042781347715
5,0.5397405226331597,0.27430335631762653
6,0.5393687374443725,0.277995619088977
7,0.5407647842629352,0.27683174327858023
8,0.5396215018474396,0.2792912515876125
9,0.5365955044141584,0.2787872357691966
10,0.5338728592656115,0.2806462948345898
11,0.527017872029606,0.28631314808560915
12,0.5288752682792219,0.2864895882600007
13,0.5283138058661471,0.2857893996369236
14,0.5312249037034555,0.28734374926990586
15,0.5314927487736659,0.2861944176134028
16,0.5324369347489796,0.2870541271674751
17,0.5253556956694015,0.29528079475425495
18,0.5125926492304252,0.3074029905357736
