,r,theta
0,0.48536584714057746,0.35405799234419016
1,0.49977649492431475,0.3259721738873371
2,0.5260269444585228,0.3206902660620691
3,0.16773119630048436,0.8036842301074485
4,0.1627004700653856,0.8090391741906113
5,0.16327079438599884,0.8153788781505503
6,0.16360739021269646,0.7263554938588692
7,0.1668448539510352,0.7473895900189165
8,0.15827962977505106,0.7205866312698558
9,0.1560119283176143,0.7322309870518611
10,0.15298212342400988,0.701905764539642
11,0.10384722121436941,0.8289919227495673
12,0.10372735872933701,1.0360329585837638
13,0.09749834340846143,1.0328929712917516
14,0.09659129897255211,0.975006473006281
15,0.10027141264383144,0.9530072987103043
16,0.09799521368760794,0.9609393107007531
17,0.09998502709746318,0.9298896284099967
18,0.094829265487717,0.9829160580146854
19,0.09318195558617486,0.9956147191084423
20,0.09064728296745792,0.9718595563280311
21,0.0861840740261879,0.9839644255755456
22,0.08609088899288919,1.0159907544821924
23,0.0860802538458283,1.0551794089137045
24,0.08480455358152529,1.003494338558551
25,0.07538102973118266,1.1504334663515305
26,0.08370511942015445,1.100652441589123
27,0.5543083300696412,0.26769965638270726
28,0.08359263088236292,1.1076983277388321
29,0.5564356961285861,0.27305914104653894
30,0.5675175236007907,0.2632314653414137
31,0.5702009762634586,0.2658642491266939
32,0.5685707398659856,0.2677926347633692
33,0.5761758903055637,0.2750639934049378
34,0.5583735173380855,0.2852566589552819
35,0.08428724791627744,1.009516608709486
36,0.09259652855744263,0.8270914713385173
37,0.08949477920155971,0.9924881594863411
38,0.08860803512969655,0.9630982033061377
39,0.5955318027005373,0.24731333346980214
40,0.11579027612466167,0.618305419654242
41,0.6199673165330757,0.2440140357901698
42,0.603523372483878,0.25367795787118014
43,0.5868149509561299,0.26918068230743614
44,0.10259896936094048,0.9529328812809215
45,0.5964133294698374,0.25992337380068387
46,0.6084901544443416,0.2585745106844723
47,0.11120759620507939,0.8361119093107275
48,0.5903860371930555,0.2790255578969303
49,0.5833310150836908,0.27269631692737084
50,0.5873495811948908,0.26895600266334146
51,0.5851996090499514,0.27067472865110964
52,0.5836941322423442,0.269498802215829
53,0.5842137745741849,0.26715066184961206
54,0.6165041349880432,0.253131492195714
55,0.6197705190894262,0.24490066112077083
56,0.626888727074565,0.24001864619582772
57,0.6225581258859512,0.24564421132687672
58,0.620160411732466,0.23984378729033437
