,r,theta
0,0.4114463131742583,0.41136017755835447
1,0.19258039297353174,0.3353273172122226
2,0.19416839529794175,0.33452769874508514
3,0.19731678391963056,0.3498064476002125
4,0.19578643307580984,0.3437556231153935
5,0.19534473126063448,0.3522318679019348
6,0.17776310386191554,0.33028613596325795
7,0.17926757373585814,0.302552378178246
8,0.36779851544629605,0.45751061802264237
9,0.3670771942950606,0.45697222913356406
10,0.36886839559248286,0.45335804020880377
11,0.3652680367764636,0.45382758047500577
12,0.3630767333035627,0.4601554020649091
13,0.36449701867450707,0.4587041273164965
14,0.36531408434310014,0.45779649115071924
15,0.36732305189796316,0.4582621191016027
16,0.36465310126286843,0.461387676890938
17,0.3618861749450652,0.4619499207860048
18,0.36841902510569063,0.45549053593489924
19,0.3719244597699897,0.4570776460484949
20,0.4163245977494581,0.41315049356784705
21,0.41462133463430223,0.41304025575626435
22,0.5087256879322748,0.329563014566185
23,0.06705913051275339,0.6417369358355898
24,0.10243763823453757,0.7188555589433145
25,0.10715503170224802,0.7841252777405999
26,0.5852269235743789,0.2541348709295666
27,0.11779672176009114,0.7128292992344153
28,0.12718736337974892,0.6829547560870161
29,0.12953172766958282,0.6113930428233629
30,0.13472519681759917,0.6010979026918833
31,0.583508299904927,0.2569566210890729
32,0.6297825887112565,0.22729966544660193
33,0.619219404369567,0.23614544224879783
34,0.6141464440710658,0.23854637298827505
35,0.6139339906165376,0.23794386646713994
36,0.6139969210614177,0.23756888291951422
37,0.6156491393607316,0.23053674652910308
38,0.6157810666128475,0.2281683347188403
39,0.16002247587293156,0.5134855856977787
40,0.5962041244571933,0.23564852901958708
41,0.5908629505263143,0.2402714156322959
42,0.10958273643377278,0.5832717209830355
43,0.10795905948404196,0.5950068511867328
44,0.10712625098168456,0.6403744055582347
45,0.10637522162302843,0.6276698211529554
46,0.10779969814590838,0.587039329519559
47,0.10330026209013564,0.5763399791514772
48,0.11082974848564127,0.510428526267112
49,0.10950745968561555,0.519874426459036
50,0.10938460416890672,0.5168880293332189
51,0.10412920162422336,0.7999467588286446
52,0.10175438114390908,0.9649987028861359
53,0.10984433725026986,0.9214531980648322
54,0.10629947965158473,0.973592242548542
55,0.08760950782365293,1.1398723730607772
56,0.07622001621797479,1.086337044369286
57,0.07597071750669793,1.098439061968564
58,0.06475817780433775,1.2254937695217627
59,0.07349555504062004,1.217065177254792
60,0.07459586295467803,1.1863252743813864
61,0.07241552961934226,1.104807867613317
62,0.07398372866994388,0.9927342099873319
63,0.07331985201555571,1.0619523168311817
64,0.07078191157789682,1.0447282356195455
65,0.1262732345517206,0.9088253622400491
66,0.1267323508089092,0.9578707993196478
67,0.12781007963971047,0.9214633969231252
68,0.1278046115230673,0.9028662907284893
69,0.13436228193713773,0.7813273894646396
70,0.12797488109559688,0.796483087542102
71,0.1325870488952943,0.8266680602662952
72,0.12596463778509118,0.8142694894922029
73,0.12680269269152092,0.8222497694381741
74,0.14161658723793108,0.7476144601356621
75,0.14789327130103194,0.7547906396903659
76,0.15510618649921737,0.6941233063071406
77,0.14999824360120362,0.5517277610942009
78,0.14930111097725018,0.5032877800593564
79,0.13978417677882463,0.49865090589448463
80,0.11536785155847136,0.5594833176596095
81,0.08975530950645827,0.6741895410138933
82,0.07215150133419733,0.7311948402525367
83,0.05840870112315115,0.8605655951167617
84,0.058267923880642024,0.9644704064153967
85,0.058785252420227495,0.7970376361103269
86,0.058909615913779384,0.8662920686826708
87,0.09985083983483724,0.8942383001116873
88,0.11440159142114265,0.8632823084859089
89,0.1388910283724731,0.7713681460433528
90,0.14074550489286636,0.8263274823874575
91,0.1455369668293697,0.7802204095994657
92,0.14924005730983808,0.7830335666874245
93,0.15404729776368228,0.7425170464298095
94,0.14548084478688453,0.7893078706813095
95,0.15001498115743023,0.7833515293448601
96,0.1463144164134916,0.7897939157831101
97,0.15104645400997627,0.6883118027025024
98,0.154585733341757,0.6381166165092991
99,0.14756124428213652,0.649557194837593
100,0.09872946651288661,0.7133821062350996
101,0.053031966843683574,1.0897785545708074
102,0.047159022175945094,1.4217159853997983
103,0.043485993062749174,1.3516574791078548
104,0.05038725075212679,1.1989806728891748
105,0.04591259564823753,1.1846550771575712
106,0.053207706398728294,1.2309231426891873
107,0.05504674537095773,1.2118289669428057
108,0.05447934407353857,1.2172453480436067
109,0.05285058487112617,1.2568418694674122
110,0.04638507731720209,1.284627697669322
111,0.04829054601839038,1.1654194630306316
112,0.059298005908205186,1.103041122860215
113,0.059704370880909435,1.1672289747433537
114,0.09682294846845986,1.0475396668879438
115,0.11938455840193536,0.9229016325516787
116,0.13598193670723432,0.8692893434630409
117,0.1306003119278978,0.9065500032317084
118,0.14049756740821878,0.947636873062736
119,0.16030245715383323,0.7645474164798588
120,0.1661540000335442,0.7439999287936071
121,0.16305626147959634,0.7402350380988175
122,0.1533991536640186,0.7969213655914228
123,0.1554615476347113,0.7382630374071945
124,0.16537152311831183,0.6663456111996744
125,0.1694748743003702,0.6600884914438931
126,0.15604073264894194,0.6985438203874768
127,0.15633739396558158,0.7028450856132334
128,0.1195353196449977,0.771356790753457
129,0.09100171236807328,0.944651560810075
130,0.08602107511066914,1.072384540890917
131,0.09631117662597811,0.9457202597166245
132,0.09308285177407837,0.9157132906474936
133,0.08924160098322256,0.9838478982567378
